State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Florida,FL,12,2022,22.57,890.35,428.27,318.17
Georgia,GA,13,1975,,100,46.49,32.72
Georgia,GA,13,1976,3.65,103.65,48.18,33.91
Georgia,GA,13,1977,3.26,107.03,49.75,35.02
Georgia,GA,13,1978,7.6,115.16,53.53,37.68
Georgia,GA,13,1979,9.99,126.67,58.88,41.45
Georgia,GA,13,1980,10.28,139.7,64.94,45.71
Georgia,GA,13,1981,8.53,151.61,70.47,49.6
Georgia,GA,13,1982,5.61,160.11,74.43,52.39
Georgia,GA,13,1983,2.87,164.71,76.56,53.89
Georgia,GA,13,1984,6.23,174.96,81.33,57.25
Georgia,GA,13,1985,4.97,183.66,85.37,60.09
Georgia,GA,13,1986,5.28,193.36,89.88,63.26
Georgia,GA,13,1987,4.43,201.92,93.86,66.07
Georgia,GA,13,1988,4.1,210.2,97.71,68.77
Georgia,GA,13,1989,2.08,214.56,99.74,70.2
Georgia,GA,13,1990,0.26,215.12,100,70.39
Georgia,GA,13,1991,0.53,216.26,100.53,70.76
Georgia,GA,13,1992,1.74,220.02,102.28,71.99
Georgia,GA,13,1993,1.88,224.15,104.19,73.34
Georgia,GA,13,1994,2.23,229.15,106.52,74.98
Georgia,GA,13,1995,3.89,238.08,110.67,77.9
Georgia,GA,13,1996,3.93,247.44,115.02,80.96
Georgia,GA,13,1997,4.4,258.31,120.08,84.52
Georgia,GA,13,1998,4.85,270.85,125.9,88.62
Georgia,GA,13,1999,5.45,285.6,132.76,93.44
Georgia,GA,13,2000,7.02,305.63,142.07,100
Georgia,GA,13,2001,6.09,324.24,150.73,106.09
Georgia,GA,13,2002,3.67,336.15,156.26,109.99
Georgia,GA,13,2003,2.15,343.36,159.61,112.35
Georgia,GA,13,2004,4.05,357.27,166.08,116.89
Georgia,GA,13,2005,5.32,376.27,174.91,123.11
Georgia,GA,13,2006,4.51,393.26,182.81,128.67
Georgia,GA,13,2007,2.46,402.92,187.3,131.83
Georgia,GA,13,2008,-2.01,394.8,183.52,129.18
Georgia,GA,13,2009,-4.91,375.41,174.51,122.83
Georgia,GA,13,2010,-8.26,344.42,160.1,112.69
Georgia,GA,13,2011,-7.35,319.11,148.34,104.41
Georgia,GA,13,2012,-4.96,303.29,140.98,99.23
Georgia,GA,13,2013,3.74,314.62,146.25,102.94
Georgia,GA,13,2014,7.67,338.77,157.48,110.84
Georgia,GA,13,2015,5.74,358.23,166.52,117.21
Georgia,GA,13,2016,6.02,379.78,176.54,124.26
Georgia,GA,13,2017,6,402.58,187.14,131.72
Georgia,GA,13,2018,7.35,432.16,200.89,141.4
Georgia,GA,13,2019,5.65,456.57,212.24,149.39
Georgia,GA,13,2020,3.98,474.74,220.69,155.33
Georgia,GA,13,2021,12.38,533.52,248.01,174.56
Georgia,GA,13,2022,19.5,637.58,296.38,208.61
Hawaii,HI,15,1975,,100,24.47,24.78
Hawaii,HI,15,1976,1.99,101.99,24.95,25.27
Hawaii,HI,15,1977,6.77,108.9,26.64,26.99
Hawaii,HI,15,1978,11.43,121.34,29.69,30.07
Hawaii,HI,15,1979,25.94,152.82,37.39,37.87
Hawaii,HI,15,1980,21.05,184.99,45.26,45.84
Hawaii,HI,15,1981,-3.65,178.23,43.61,44.17
Hawaii,HI,15,1982,3.07,183.69,44.94,45.52
Hawaii,HI,15,1983,7.16,196.84,48.16,48.78
Hawaii,HI,15,1984,3.42,203.57,49.8,50.45
Hawaii,HI,15,1985,3.73,211.17,51.66,52.33
Hawaii,HI,15,1986,4.03,219.67,53.74,54.44
Hawaii,HI,15,1987,6.74,234.48,57.37,58.11
Hawaii,HI,15,1988,16.56,273.31,66.87,67.73
Hawaii,HI,15,1989,23.63,337.88,82.67,83.73
Hawaii,HI,15,1990,20.97,408.73,100,101.29
Hawaii,HI,15,1991,9.82,448.88,109.82,111.24
Hawaii,HI,15,1992,0.87,452.78,110.78,112.2
Hawaii,HI,15,1993,0.04,452.98,110.83,112.25
Hawaii,HI,15,1994,-0.23,451.94,110.57,111.99
Hawaii,HI,15,1995,-1.8,443.82,108.58,109.98
Hawaii,HI,15,1996,-3.82,426.85,104.43,105.78
Hawaii,HI,15,1997,-7.71,393.96,96.39,97.63
Hawaii,HI,15,1998,-0.24,393.02,96.16,97.39
Hawaii,HI,15,1999,-0.43,391.32,95.74,96.97
Hawaii,HI,15,2000,3.12,403.54,98.73,100
Hawaii,HI,15,2001,7.45,433.59,106.08,107.45
Hawaii,HI,15,2002,6.75,462.86,113.24,114.7
Hawaii,HI,15,2003,9.18,505.37,123.64,125.23
Hawaii,HI,15,2004,19.76,605.23,148.07,149.98
Hawaii,HI,15,2005,25.42,759.1,185.72,188.11
Hawaii,HI,15,2006,14.34,867.93,212.35,215.08
Hawaii,HI,15,2007,2.03,885.54,216.65,219.44
Hawaii,HI,15,2008,-3.21,857.15,209.71,212.41
Hawaii,HI,15,2009,-9.98,771.61,188.78,191.21
Hawaii,HI,15,2010,-4.11,739.93,181.03,183.36
Hawaii,HI,15,2011,-1.74,727.08,177.89,180.18
Hawaii,HI,15,2012,0.94,733.89,179.55,181.86
Hawaii,HI,15,2013,4.48,766.79,187.6,190.02
Hawaii,HI,15,2014,7.77,826.38,202.18,204.78
Hawaii,HI,15,2015,5.52,872.01,213.35,216.09
Hawaii,HI,15,2016,6.58,929.38,227.38,230.31
Hawaii,HI,15,2017,3.61,962.97,235.6,238.63
Hawaii,HI,15,2018,4.59,1007.22,246.42,249.6
Hawaii,HI,15,2019,2.97,1037.1,253.74,257
Hawaii,HI,15,2020,0.44,1041.67,254.85,258.13
Hawaii,HI,15,2021,7.91,1124.06,275.01,278.55
Hawaii,HI,15,2022,19.29,1340.87,328.06,332.28
Idaho,ID,16,1975,,100,51.34,33.27
Idaho,ID,16,1976,5.26,105.26,54.05,35.02
Idaho,ID,16,1977,11.75,117.64,60.4,39.13
Idaho,ID,16,1978,16.11,136.59,70.13,45.44
Idaho,ID,16,1979,9.39,149.42,76.72,49.71
Idaho,ID,16,1980,5.27,157.3,80.76,52.33
Idaho,ID,16,1981,2.06,160.53,82.42,53.41
Idaho,ID,16,1982,1.36,162.72,83.55,54.13
Idaho,ID,16,1983,2.81,167.29,85.89,55.65
Idaho,ID,16,1984,2.39,171.29,87.95,56.98
Idaho,ID,16,1985,1.78,174.34,89.51,58
Idaho,ID,16,1986,1,176.09,90.41,58.58
Idaho,ID,16,1987,-0.8,174.69,89.69,58.11
Idaho,ID,16,1988,-0.5,173.81,89.24,57.82
Idaho,ID,16,1989,4.67,181.93,93.41,60.52
Idaho,ID,16,1990,7.05,194.76,100,64.79
Idaho,ID,16,1991,5.46,205.4,105.46,68.33
Idaho,ID,16,1992,5.59,216.88,111.35,72.15
Idaho,ID,16,1993,8.65,235.65,120.99,78.39
Idaho,ID,16,1994,6.03,249.85,128.28,83.12
Idaho,ID,16,1995,6.72,266.65,136.91,88.71
Idaho,ID,16,1996,2.54,273.41,140.38,90.96
Idaho,ID,16,1997,2.78,281.01,144.28,93.49
Idaho,ID,16,1998,2.72,288.66,148.21,96.03
Idaho,ID,16,1999,1.91,294.19,151.05,97.87
Idaho,ID,16,2000,2.18,300.59,154.34,100
Idaho,ID,16,2001,4.51,314.15,161.3,104.51
Idaho,ID,16,2002,2.66,322.5,165.58,107.29
Idaho,ID,16,2003,2.59,330.85,169.87,110.07
Idaho,ID,16,2004,6.51,352.4,180.94,117.24
Idaho,ID,16,2005,15.11,405.66,208.28,134.95
Idaho,ID,16,2006,16.24,471.55,242.11,156.87
Idaho,ID,16,2007,5.64,498.16,255.77,165.72
Idaho,ID,16,2008,-1.97,488.36,250.75,162.47
Idaho,ID,16,2009,-7.29,452.75,232.46,150.62
Idaho,ID,16,2010,-10.5,405.2,208.04,134.8
Idaho,ID,16,2011,-8.33,371.46,190.72,123.58
Idaho,ID,16,2012,0.25,372.39,191.2,123.88
Idaho,ID,16,2013,5.08,391.31,200.92,130.18
Idaho,ID,16,2014,6.81,417.98,214.61,139.05
Idaho,ID,16,2015,5.94,442.8,227.35,147.31
Idaho,ID,16,2016,7.17,474.55,243.65,157.87
Idaho,ID,16,2017,9.42,519.25,266.61,172.74
Idaho,ID,16,2018,11.67,579.85,297.72,192.9
Idaho,ID,16,2019,10.79,642.39,329.83,213.71
Idaho,ID,16,2020,8.64,697.91,358.33,232.18
Idaho,ID,16,2021,20.23,839.07,430.81,279.14
Idaho,ID,16,2022,18.91,997.78,512.3,331.94
Illinois,IL,17,1975,,100,39.56,27.98
Illinois,IL,17,1976,9.9,109.9,43.48,30.75
Illinois,IL,17,1977,16.54,128.08,50.67,35.84
Illinois,IL,17,1978,17.22,150.13,59.39,42.01
Illinois,IL,17,1979,3.24,155,61.32,43.37
Illinois,IL,17,1980,0.5,155.78,61.63,43.59
Illinois,IL,17,1981,3.72,161.57,63.92,45.21
Illinois,IL,17,1982,-9.65,145.98,57.75,40.85
Illinois,IL,17,1983,11.1,162.18,64.16,45.38
Illinois,IL,17,1984,5.34,170.83,67.58,47.8
Illinois,IL,17,1985,4.13,177.88,70.37,49.78
Illinois,IL,17,1986,6,188.55,74.59,52.76
Illinois,IL,17,1987,7.72,203.11,80.35,56.84
Illinois,IL,17,1988,10.34,224.11,88.66,62.71
Illinois,IL,17,1989,7.76,241.49,95.53,67.57
Illinois,IL,17,1990,4.67,252.78,100,70.73
Illinois,IL,17,1991,3.25,261,103.25,73.03
Illinois,IL,17,1992,2.54,267.62,105.87,74.89
Illinois,IL,17,1993,2.76,275,108.79,76.95
Illinois,IL,17,1994,3.59,284.87,112.7,79.71
Illinois,IL,17,1995,4.6,297.97,117.88,83.38
Illinois,IL,17,1996,2.94,306.72,121.34,85.83
Illinois,IL,17,1997,2.99,315.91,124.97,88.4
Illinois,IL,17,1998,2.2,322.86,127.72,90.34
Illinois,IL,17,1999,3.55,334.33,132.26,93.55
Illinois,IL,17,2000,6.89,357.37,141.38,100
Illinois,IL,17,2001,5.5,377.03,149.15,105.5
Illinois,IL,17,2002,4.92,395.58,156.49,110.69
Illinois,IL,17,2003,3.51,409.47,161.99,114.58
Illinois,IL,17,2004,7.53,440.29,174.18,123.2
Illinois,IL,17,2005,8.99,479.89,189.85,134.28
Illinois,IL,17,2006,5.61,506.84,200.51,141.82
Illinois,IL,17,2007,1.31,513.48,203.13,143.68
Illinois,IL,17,2008,-3.02,497.97,197,139.34
Illinois,IL,17,2009,-8.23,457,180.79,127.88
Illinois,IL,17,2010,-6.3,428.23,169.41,119.83
Illinois,IL,17,2011,-5.21,405.93,160.59,113.59
Illinois,IL,17,2012,-2.75,394.76,156.17,110.46
Illinois,IL,17,2013,0.21,395.57,156.49,110.69
Illinois,IL,17,2014,3.75,410.4,162.36,114.84
Illinois,IL,17,2015,2.92,422.38,167.09,118.19
Illinois,IL,17,2016,2.84,434.36,171.83,121.54
Illinois,IL,17,2017,2.6,445.66,176.3,124.71
Illinois,IL,17,2018,2.35,456.14,180.45,127.64
Illinois,IL,17,2019,2.53,467.7,185.02,130.87
Illinois,IL,17,2020,1.02,472.46,186.91,132.2
Illinois,IL,17,2021,7.63,508.51,201.17,142.29
Illinois,IL,17,2022,12.07,569.89,225.45,159.47
Indiana,IN,18,1975,,100,44.77,30.99
Indiana,IN,18,1976,5.21,105.21,47.11,32.61
Indiana,IN,18,1977,11.97,117.8,52.75,36.51
Indiana,IN,18,1978,16.17,136.85,61.27,42.42
Indiana,IN,18,1979,13.15,154.84,69.33,47.99
Indiana,IN,18,1980,5.21,162.91,72.94,50.49
Indiana,IN,18,1981,3.82,169.14,75.73,52.42
Indiana,IN,18,1982,-4.96,160.75,71.98,49.82
Indiana,IN,18,1983,6.4,171.04,76.58,53.01
Indiana,IN,18,1984,1.77,174.07,77.94,53.95
Indiana,IN,18,1985,3.29,179.8,80.5,55.73
Indiana,IN,18,1986,4.63,188.13,84.23,58.31
Indiana,IN,18,1987,4.2,196.04,87.77,60.76
Indiana,IN,18,1988,5.6,207.02,92.69,64.17
Indiana,IN,18,1989,4.62,216.58,96.97,67.13
Indiana,IN,18,1990,3.12,223.34,100,69.22
Indiana,IN,18,1991,3.56,231.3,103.56,71.69
Indiana,IN,18,1992,2.96,238.14,106.62,73.81
Indiana,IN,18,1993,3.25,245.87,110.09,76.2
Indiana,IN,18,1994,3.89,255.42,114.36,79.16
Indiana,IN,18,1995,5.43,269.29,120.57,83.47
Indiana,IN,18,1996,4.22,280.66,125.66,86.99
Indiana,IN,18,1997,4.09,292.13,130.8,90.54
Indiana,IN,18,1998,3.45,302.22,135.32,93.67
Indiana,IN,18,1999,2.94,311.1,139.29,96.42
Indiana,IN,18,2000,3.71,322.64,144.46,100
Indiana,IN,18,2001,4.23,336.3,150.58,104.23
Indiana,IN,18,2002,1.98,342.97,153.56,106.3
Indiana,IN,18,2003,1.38,347.69,155.68,107.76
Indiana,IN,18,2004,2.36,355.9,159.35,110.31
Indiana,IN,18,2005,3.46,368.21,164.86,114.12
Indiana,IN,18,2006,1.8,374.85,167.83,116.18
Indiana,IN,18,2007,1.12,379.04,169.71,117.48
Indiana,IN,18,2008,-0.64,376.62,168.63,116.73
Indiana,IN,18,2009,-2.16,368.48,164.98,114.21
Indiana,IN,18,2010,-2.42,359.56,160.99,111.44
Indiana,IN,18,2011,-1.83,352.99,158.05,109.4
Indiana,IN,18,2012,-0.54,351.08,157.19,108.81
Indiana,IN,18,2013,0.99,354.55,158.75,109.89
Indiana,IN,18,2014,2.39,363.04,162.55,112.52
Indiana,IN,18,2015,3.26,374.86,167.84,116.18
Indiana,IN,18,2016,3.51,388.03,173.74,120.27
Indiana,IN,18,2017,4.5,405.5,181.56,125.68
Indiana,IN,18,2018,6.56,432.08,193.46,133.92
Indiana,IN,18,2019,5.32,455.05,203.75,141.04
Indiana,IN,18,2020,3.97,473.11,211.83,146.63
Indiana,IN,18,2021,11.54,527.69,236.27,163.55
Indiana,IN,18,2022,14.84,605.97,271.32,187.82
Iowa,IA,19,1975,,100,53.01,34.01
Iowa,IA,19,1976,13.17,113.17,59.99,38.49
Iowa,IA,19,1977,11.97,126.72,67.17,43.1
Iowa,IA,19,1978,14.27,144.81,76.76,49.25
Iowa,IA,19,1979,9.78,158.97,84.27,54.07
Iowa,IA,19,1980,0.96,160.5,85.08,54.59
Iowa,IA,19,1981,-2.94,155.78,82.57,52.99
Iowa,IA,19,1982,-3.69,150.02,79.52,51.03
Iowa,IA,19,1983,6.67,160.04,84.83,54.43
Iowa,IA,19,1984,1.12,161.83,85.78,55.04
Iowa,IA,19,1985,1.34,164,86.93,55.78
Iowa,IA,19,1986,1.05,165.72,87.85,56.37
Iowa,IA,19,1987,0.76,166.99,88.52,56.8
Iowa,IA,19,1988,2.12,170.53,90.39,58
Iowa,IA,19,1989,5.55,180,95.41,61.22
Iowa,IA,19,1990,4.81,188.65,100,64.17
Iowa,IA,19,1991,4.19,196.55,104.19,66.85
Iowa,IA,19,1992,3.22,202.88,107.54,69.01
Iowa,IA,19,1993,4.93,212.87,112.84,72.41
Iowa,IA,19,1994,5.78,225.18,119.37,76.59
Iowa,IA,19,1995,6.55,239.94,127.19,81.61
Iowa,IA,19,1996,3.85,249.17,132.08,84.75
Iowa,IA,19,1997,3.94,258.99,137.29,88.09
Iowa,IA,19,1998,4.25,270.01,143.13,91.84
Iowa,IA,19,1999,3.88,280.47,148.67,95.4
Iowa,IA,19,2000,4.82,294,155.84,100
Iowa,IA,19,2001,4.66,307.7,163.11,104.66
Iowa,IA,19,2002,2.81,316.34,167.68,107.6
Iowa,IA,19,2003,2.31,323.65,171.56,110.09
Iowa,IA,19,2004,4.23,337.34,178.82,114.74
Iowa,IA,19,2005,4.75,353.37,187.32,120.2
Iowa,IA,19,2006,2.77,363.16,192.5,123.52
Iowa,IA,19,2007,1.8,369.7,195.97,125.75
Iowa,IA,19,2008,0.42,371.24,196.79,126.27
Iowa,IA,19,2009,-0.49,369.41,195.82,125.65
Iowa,IA,19,2010,-1.01,365.69,193.85,124.38
Iowa,IA,19,2011,-0.58,363.59,192.73,123.67
Iowa,IA,19,2012,0.48,365.33,193.65,124.26
Iowa,IA,19,2013,1.32,370.16,196.21,125.91
Iowa,IA,19,2014,2.38,378.95,200.87,128.9
Iowa,IA,19,2015,2.65,388.98,206.19,132.31
Iowa,IA,19,2016,3.41,402.26,213.23,136.82
Iowa,IA,19,2017,3.82,417.63,221.38,142.05
Iowa,IA,19,2018,3.69,433.03,229.54,147.29
Iowa,IA,19,2019,3.08,446.35,236.6,151.82
Iowa,IA,19,2020,1.69,453.91,240.61,154.39
Iowa,IA,19,2021,7.83,489.47,259.46,166.49
Iowa,IA,19,2022,12.62,551.23,292.2,187.49
Kansas,KS,20,1975,,100,53.68,36.07
Kansas,KS,20,1976,7.83,107.83,57.88,38.89
Kansas,KS,20,1977,12.02,120.8,64.84,43.57
Kansas,KS,20,1978,12,135.29,72.62,48.8
Kansas,KS,20,1979,10.28,149.2,80.08,53.81
Kansas,KS,20,1980,6.83,159.38,85.55,57.48
Kansas,KS,20,1981,1.93,162.45,87.2,58.59
Kansas,KS,20,1982,2.2,166.03,89.12,59.88
Kansas,KS,20,1983,2.8,170.67,91.61,61.56
Kansas,KS,20,1984,0.66,171.8,92.22,61.96
Kansas,KS,20,1985,0.5,172.66,92.67,62.27
Kansas,KS,20,1986,3.19,178.17,95.63,64.26
Kansas,KS,20,1987,1.99,181.73,97.54,65.54
Kansas,KS,20,1988,0.91,183.39,98.43,66.14
Kansas,KS,20,1989,1.41,185.98,99.82,67.08
Kansas,KS,20,1990,0.18,186.31,100,67.19
Kansas,KS,20,1991,0.94,188.06,100.94,67.83
Kansas,KS,20,1992,1.91,191.66,102.88,69.13
Kansas,KS,20,1993,2.67,196.78,105.62,70.97
Kansas,KS,20,1994,5.58,207.76,111.52,74.93
Kansas,KS,20,1995,6.44,221.15,118.7,79.76
Kansas,KS,20,1996,3.94,229.86,123.38,82.9
Kansas,KS,20,1997,4.4,239.97,128.8,86.55
Kansas,KS,20,1998,4.1,249.8,134.08,90.1
Kansas,KS,20,1999,4.8,261.79,140.51,94.42
Kansas,KS,20,2000,5.91,277.26,148.82,100
Kansas,KS,20,2001,4.77,290.48,155.92,104.77
Kansas,KS,20,2002,3.46,300.55,161.32,108.4
Kansas,KS,20,2003,1.96,306.45,164.49,110.53
Kansas,KS,20,2004,3.95,318.57,170.99,114.9
Kansas,KS,20,2005,4.38,332.53,178.49,119.93
Kansas,KS,20,2006,3.33,343.59,184.42,123.92
Kansas,KS,20,2007,2.19,351.11,188.46,126.63
Kansas,KS,20,2008,-0.21,350.36,188.05,126.36
Kansas,KS,20,2009,-1.18,346.23,185.84,124.87
Kansas,KS,20,2010,-1.13,342.31,183.74,123.46
Kansas,KS,20,2011,-1.7,336.49,180.61,121.36
Kansas,KS,20,2012,-0.47,334.9,179.76,120.79
Kansas,KS,20,2013,0.92,337.99,181.42,121.9
Kansas,KS,20,2014,2.83,347.56,186.55,125.35
Kansas,KS,20,2015,3.01,358.03,192.17,129.13
Kansas,KS,20,2016,4.03,372.48,199.93,134.34
Kansas,KS,20,2017,4.45,389.06,208.83,140.32
Kansas,KS,20,2018,4.97,408.38,219.2,147.29
Kansas,KS,20,2019,3.85,424.11,227.64,152.96
Kansas,KS,20,2020,3.9,440.65,236.52,158.93
Kansas,KS,20,2021,10.2,485.62,260.66,175.15
Kansas,KS,20,2022,13.85,552.88,296.76,199.41
Kentucky,KY,21,1975,,100,46.13,30.92
Kentucky,KY,21,1976,4.08,104.08,48.01,32.18
Kentucky,KY,21,1977,9.13,113.58,52.39,35.12
Kentucky,KY,21,1978,15.32,130.98,60.42,40.5
Kentucky,KY,21,1979,12.35,147.15,67.88,45.5
Kentucky,KY,21,1980,5.13,154.71,71.36,47.83
Kentucky,KY,21,1981,2.56,158.66,73.19,49.06
Kentucky,KY,21,1982,2.12,162.03,74.74,50.1
Kentucky,KY,21,1983,3,166.89,76.98,51.6
Kentucky,KY,21,1984,1.99,170.22,78.51,52.63
Kentucky,KY,21,1985,3.2,175.67,81.03,54.31
Kentucky,KY,21,1986,3.82,182.37,84.12,56.39
Kentucky,KY,21,1987,4.18,189.99,87.64,58.74
Kentucky,KY,21,1988,6.13,201.64,93.01,62.34
Kentucky,KY,21,1989,4.73,211.17,97.4,65.29
Kentucky,KY,21,1990,2.66,216.8,100,67.03
Kentucky,KY,21,1991,2.79,222.84,102.79,68.9
Kentucky,KY,21,1992,2.72,228.89,105.58,70.77
Kentucky,KY,21,1993,3.18,236.18,108.94,73.03
Kentucky,KY,21,1994,5.27,248.62,114.68,76.87
Kentucky,KY,21,1995,6.08,263.75,121.66,81.55
Kentucky,KY,21,1996,3.89,274,126.39,84.72
Kentucky,KY,21,1997,4.35,285.92,131.88,88.4
Kentucky,KY,21,1998,3.57,296.13,136.59,91.56
Kentucky,KY,21,1999,4.01,308,142.07,95.23
Kentucky,KY,21,2000,5.01,323.42,149.18,100
Kentucky,KY,21,2001,4.15,336.85,155.37,104.15
Kentucky,KY,21,2002,2.6,345.59,159.41,106.85
Kentucky,KY,21,2003,2.42,353.95,163.26,109.44
Kentucky,KY,21,2004,4.26,369.03,170.22,114.1
Kentucky,KY,21,2005,5.1,387.84,178.89,119.92
Kentucky,KY,21,2006,3.26,400.49,184.73,123.83
Kentucky,KY,21,2007,2.02,408.57,188.46,126.33
Kentucky,KY,21,2008,0.49,410.59,189.39,126.95
Kentucky,KY,21,2009,-1.46,404.61,186.63,125.1
Kentucky,KY,21,2010,-1.34,399.17,184.12,123.42
Kentucky,KY,21,2011,-1.51,393.15,181.34,121.56
Kentucky,KY,21,2012,-0.05,392.96,181.26,121.5
Kentucky,KY,21,2013,0.57,395.2,182.29,122.19
Kentucky,KY,21,2014,1.69,401.88,185.37,124.26
Kentucky,KY,21,2015,2.97,413.8,190.87,127.94
Kentucky,KY,21,2016,3.82,429.62,198.17,132.84
Kentucky,KY,21,2017,4.77,450.13,207.63,139.18
Kentucky,KY,21,2018,4.46,470.19,216.88,145.38
Kentucky,KY,21,2019,4.05,489.22,225.66,151.26
Kentucky,KY,21,2020,3.59,506.77,233.75,156.69
Kentucky,KY,21,2021,9.98,557.34,257.08,172.33
Kentucky,KY,21,2022,14.01,635.44,293.1,196.47
Louisiana,LA,22,1975,,100,52.57,34.47
Louisiana,LA,22,1976,9.85,109.85,57.76,37.87
Louisiana,LA,22,1977,10.58,121.48,63.87,41.87
Louisiana,LA,22,1978,16.28,141.25,74.26,48.69
Louisiana,LA,22,1979,22.37,172.86,90.88,59.58
Louisiana,LA,22,1980,8.73,187.95,98.81,64.78
Louisiana,LA,22,1981,10.64,207.95,109.33,71.68
Louisiana,LA,22,1982,3.22,214.65,112.85,73.99
Louisiana,LA,22,1983,0.94,216.67,113.91,74.68
Louisiana,LA,22,1984,0.26,217.22,114.2,74.87
Louisiana,LA,22,1985,-3.15,210.38,110.6,72.52
Louisiana,LA,22,1986,-1.24,207.78,109.24,71.62
Louisiana,LA,22,1987,-3.99,199.48,104.87,68.76
Louisiana,LA,22,1988,-6.62,186.28,97.93,64.21
Louisiana,LA,22,1989,0.73,187.65,98.65,64.68
Louisiana,LA,22,1990,1.37,190.21,100,65.56
Louisiana,LA,22,1991,2.84,195.62,102.84,67.43
Louisiana,LA,22,1992,3.9,203.25,106.85,70.06
Louisiana,LA,22,1993,4.42,212.23,111.58,73.15
Louisiana,LA,22,1994,5.78,224.5,118.03,77.38
Louisiana,LA,22,1995,5.04,235.82,123.98,81.28
Louisiana,LA,22,1996,4.48,246.38,129.53,84.92
Louisiana,LA,22,1997,4.58,257.67,135.47,88.82
Louisiana,LA,22,1998,4.19,268.46,141.14,92.53
Louisiana,LA,22,1999,3.88,278.87,146.61,96.12
Louisiana,LA,22,2000,4.03,290.12,152.53,100
Louisiana,LA,22,2001,4.54,303.3,159.46,104.54
Louisiana,LA,22,2002,3.25,313.16,164.64,107.94
Louisiana,LA,22,2003,3.39,323.77,170.22,111.6
Louisiana,LA,22,2004,5.13,340.37,178.95,117.32
Louisiana,LA,22,2005,6.49,362.47,190.57,124.94
Louisiana,LA,22,2006,10.91,402,211.35,138.57
Louisiana,LA,22,2007,4.64,420.64,221.15,144.99
Louisiana,LA,22,2008,0.18,421.38,221.54,145.25
Louisiana,LA,22,2009,-1.29,415.96,218.69,143.38
Louisiana,LA,22,2010,-1.56,409.46,215.27,141.14
Louisiana,LA,22,2011,-1.2,404.56,212.69,139.45
Louisiana,LA,22,2012,0.58,406.89,213.92,140.25
Louisiana,LA,22,2013,1.27,412.06,216.64,142.03
Louisiana,LA,22,2014,2.63,422.92,222.35,145.77
Louisiana,LA,22,2015,3.11,436.06,229.26,150.31
Louisiana,LA,22,2016,3.17,449.89,236.53,155.07
Louisiana,LA,22,2017,2.46,460.96,242.35,158.89
Louisiana,LA,22,2018,2.07,470.5,247.36,162.18
Louisiana,LA,22,2019,2.25,481.1,252.93,165.83
Louisiana,LA,22,2020,2.2,491.7,258.51,169.48
Louisiana,LA,22,2021,5.69,519.66,273.21,179.12
Louisiana,LA,22,2022,10.48,574.1,301.83,197.89
Maine,ME,23,1975,,100,32.31,27.3
Maine,ME,23,1976,-1.61,98.39,31.79,26.86
Maine,ME,23,1977,15.85,113.99,36.83,31.12
Maine,ME,23,1978,7.55,122.6,39.61,33.47
Maine,ME,23,1979,10.99,136.07,43.96,37.14
Maine,ME,23,1980,5.64,143.74,46.44,39.24
Maine,ME,23,1981,8.57,156.05,50.42,42.6
Maine,ME,23,1982,0.43,156.72,50.64,42.78
Maine,ME,23,1983,6,166.12,53.67,45.35
Maine,ME,23,1984,14.4,190.04,61.4,51.88
Maine,ME,23,1985,10.86,210.68,68.07,57.51
Maine,ME,23,1986,11.83,235.61,76.13,64.32
Maine,ME,23,1987,13.17,266.65,86.15,72.79
Maine,ME,23,1988,13.29,302.09,97.6,82.47
Maine,ME,23,1989,4.62,316.05,102.11,86.28
Maine,ME,23,1990,-2.07,309.51,100,84.49
Maine,ME,23,1991,-3.24,299.49,96.76,81.76
Maine,ME,23,1992,-0.86,296.93,95.94,81.06
Maine,ME,23,1993,-1.56,292.3,94.44,79.79
Maine,ME,23,1994,-1.1,289.07,93.4,78.91
Maine,ME,23,1995,0.76,291.27,94.11,79.51
Maine,ME,23,1996,2.56,298.71,96.51,81.54
Maine,ME,23,1997,2.33,305.66,98.76,83.44
Maine,ME,23,1998,3.75,317.14,102.46,86.57
Maine,ME,23,1999,5.52,334.63,108.12,91.35
Maine,ME,23,2000,9.47,366.32,118.36,100
Maine,ME,23,2001,8.66,398.02,128.6,108.66
Maine,ME,23,2002,8.41,431.51,139.42,117.8
Maine,ME,23,2003,6.56,459.83,148.57,125.53
Maine,ME,23,2004,11.58,513.06,165.77,140.06
Maine,ME,23,2005,11.16,570.33,184.27,155.69
Maine,ME,23,2006,4.07,593.56,191.78,162.03
Maine,ME,23,2007,1,599.48,193.69,163.65
Maine,ME,23,2008,-1.21,592.22,191.34,161.67
Maine,ME,23,2009,-5.49,559.73,180.85,152.8
Maine,ME,23,2010,-3.92,537.81,173.77,146.82
Maine,ME,23,2011,-1.89,527.64,170.48,144.04
Maine,ME,23,2012,-2.31,515.44,166.54,140.71
Maine,ME,23,2013,0.78,519.47,167.84,141.81
Maine,ME,23,2014,1.72,528.41,170.73,144.25
Maine,ME,23,2015,2.53,541.79,175.05,147.9
Maine,ME,23,2016,3.62,561.42,181.39,153.26
Maine,ME,23,2017,5.03,589.68,190.52,160.98
Maine,ME,23,2018,5.79,623.83,201.56,170.3
Maine,ME,23,2019,4.81,653.85,211.25,178.49
Maine,ME,23,2020,4.81,685.28,221.41,187.07
